feature,modality,r2,mae
eeg_frontal_delta_power_z_within_subject__mean,脑电,-0.2666743117909929,0.598338138953787
eeg_frontal_delta_power_z_within_subject__std,脑电,-0.09196743289424059,0.4152690465187696
eeg_frontal_delta_power_z_within_subject__median,脑电,-0.2551028598713443,0.5781358062987382
eeg_frontal_delta_power_z_within_subject__slope,脑电,-0.043721707920484354,0.015237859171770986
eeg_frontal_theta_power_z_within_subject__mean,脑电,-0.23447582921635624,0.7492716696527554
eeg_frontal_theta_power_z_within_subject__std,脑电,-0.05001251198828993,0.3259490497835065
eeg_frontal_theta_power_z_within_subject__median,脑电,-0.24936966086865198,0.7195194058492042
eeg_frontal_theta_power_z_within_subject__slope,脑电,-0.1416606723238556,0.012189012969002731
eeg_frontal_alpha_power_z_within_subject__mean,脑电,-0.11912856508313396,0.6855308541053311
eeg_frontal_alpha_power_z_within_subject__std,脑电,-0.07716684137661889,0.23248971751612788
eeg_frontal_alpha_power_z_within_subject__median,脑电,-0.13198205642626482,0.6917464587639964
eeg_frontal_alpha_power_z_within_subject__slope,脑电,-0.16275377578298134,0.008085702904525236
eeg_frontal_beta_power_z_within_subject__mean,脑电,-0.0838889493965087,0.5872305907739899
eeg_frontal_beta_power_z_within_subject__std,脑电,-0.020295446270541584,0.2525190227685001
eeg_frontal_beta_power_z_within_subject__median,脑电,-0.09466276365628357,0.6035598842670286
eeg_frontal_beta_power_z_within_subject__slope,脑电,-0.12071187273838979,0.01328752065292186
eeg_frontal_gamma_power_z_within_subject__mean,脑电,-0.026905021644828775,0.5152591957121289
eeg_frontal_gamma_power_z_within_subject__std,脑电,0.016900851694294117,0.29415861817949907
eeg_frontal_gamma_power_z_within_subject__median,脑电,-0.02469528849417757,0.5142148019734617
eeg_frontal_gamma_power_z_within_subject__slope,脑电,-0.08382872737425884,0.013741034327164357
eeg_frontal_theta_alpha_z_within_subject__mean,脑电,-0.12055787126694195,0.5587603528875211
eeg_frontal_theta_alpha_z_within_subject__std,脑电,-0.034544232864887725,0.25949487164892543
eeg_frontal_theta_alpha_z_within_subject__median,脑电,-0.11366600164647367,0.5257998427279759
eeg_frontal_theta_alpha_z_within_subject__slope,脑电,-0.06769238809593059,0.009760597728279505
